,eta,epsilon,sigma,testing_mse,CB_size,tradeOff_dist
34,0.1,0.5,4.0,0.10815685560327179,57,0.10909809995589742
35,0.1,0.5,8.0,0.3314872493187807,57,0.3317955491879472
36,0.1,1.0,0.01,2.192559234759417,19,2.1925648789839265
37,0.1,1.0,0.1,3.2194158349959885,19,3.219419678955808
38,0.1,1.0,1.0,0.05258649291310824,19,0.05282130121362388
39,0.1,1.0,2.0,0.046216275894030906,19,0.046483274223242735
40,0.1,1.0,4.0,0.12091403848841065,19,0.12101634322923846
41,0.1,1.0,8.0,0.34579180542359594,19,0.34582759190543205
42,0.1,2.0,0.01,3.757082785569294,7,3.7570832410423285
43,0.1,2.0,0.1,7.779057844571902,7,7.779058064553552
44,0.1,2.0,1.0,0.07514686828795872,7,0.07516963691203926
45,0.1,2.0,2.0,0.05911708640208074,7,0.059146026110560294
46,0.1,2.0,4.0,0.12891862171345791,7,0.12893189490772894
47,0.1,2.0,8.0,0.3706830006378459,7,0.3706876170873223
48,0.3,0.1,0.01,1.3559595434452565,358,1.3589133474803567
49,0.3,0.1,0.1,0.12054933027001731,358,0.1501710475709273
50,0.3,0.1,1.0,0.028622222769574313,358,0.09401294664178513
51,0.3,0.1,2.0,0.10166516836175385,358,0.13548065898136072
52,0.3,0.1,4.0,0.7079796469914789,358,0.7136206156314285
53,0.3,0.1,8.0,1.5192141754584605,358,1.5218511469305827
54,0.3,0.5,0.01,4.7177623906959525,57,4.717784062996651
55,0.3,0.5,0.1,1.7408628990631647,57,1.740921630440212
56,0.3,0.5,1.0,0.049207768752549896,57,0.0512434825670975
57,0.3,0.5,2.0,0.17489582273783574,57,0.17547945409974486
58,0.3,0.5,4.0,0.8941827990228551,57,0.8942971363413548
59,0.3,0.5,8.0,1.663050443465633,57,1.6631119227253583
60,0.3,1.0,0.01,7.604572738979496,19,7.604574366330776
61,0.3,1.0,0.1,13.045749197482474,19,13.045750146091239
62,0.3,1.0,1.0,0.09378306599103998,19,0.09391493007866088
63,0.3,1.0,2.0,0.3209102321542249,19,0.32094879299707374
64,0.3,1.0,4.0,1.0594258036869442,19,1.059437484773277
65,0.3,1.0,8.0,1.7384302450750564,19,1.7384373637312105
66,0.3,2.0,0.01,17.137891467764884,7,17.137891567616723
67,0.3,2.0,0.1,26.27614397672288,7,26.276144041848493
68,0.3,2.0,1.0,0.14160913092421876,7,0.14162121472827624
69,0.3,2.0,2.0,0.5578560800392547,7,0.5578591475782784
70,0.3,2.0,4.0,1.32750204395141,7,1.3275033330260122
71,0.3,2.0,8.0,1.8987094836180567,7,1.8987103848878972
72,0.5,0.1,0.01,1.9868410346682208,358,1.9888580893420944
73,0.5,0.1,0.1,0.14950099479945114,358,0.1742691881717061
74,0.5,0.1,1.0,0.057370824501567184,358,0.10635137048477382
75,0.5,0.1,2.0,0.22787571470384854,358,0.24483983305783757
76,0.5,0.1,4.0,1.5080896568095086,358,1.510746045990464
77,0.5,0.1,8.0,2.2983430249065218,358,2.3000869250175007
78,0.5,0.5,0.01,8.733779222096961,57,8.733790928934159
79,0.5,0.5,0.1,2.5867473724104024,57,2.5867868985813502
80,0.5,0.5,1.0,0.13132430854887356,57,0.13210058295041605
81,0.5,0.5,2.0,0.44994250512132894,57,0.45016968791207734
82,0.5,0.5,4.0,1.9742473076160276,57,1.974299096294463
83,0.5,0.5,8.0,2.5201562999983205,57,2.520196870568096
84,0.5,1.0,0.01,14.136688579019523,19,14.13668945442341
85,0.5,1.0,0.1,27.999614195183067,19,27.9996146371646
86,0.5,1.0,1.0,0.2807880187976838,19,0.28083208884550287
87,0.5,1.0,2.0,0.9225841654454037,19,0.9225975790969712
88,0.5,1.0,4.0,2.362673347763164,19,2.362678585600546
89,0.5,1.0,8.0,2.6426813304332577,19,2.6426860132913053
90,0.5,2.0,0.01,37.659105459697855,7,37.65910550513839
91,0.5,2.0,0.1,52.4569540454179,7,52.456954078039885
92,0.5,2.0,1.0,0.4174271653039373,7,0.41743126480138093
93,0.5,2.0,2.0,1.8266558277815164,7,1.8266567646025282
94,0.5,2.0,4.0,3.1645062179597914,7,3.1645067587234164
95,0.5,2.0,8.0,2.886998328878183,7,2.8869989216217977
96,0.9,0.1,0.01,3.4500028392226456,358,3.451164845837462
97,0.9,0.1,0.1,0.3393707530381377,358,0.3509867668697392
98,0.9,0.1,1.0,0.1778784617255945,358,0.19914805960858312
99,0.9,0.1,2.0,0.5567517389246708,358,0.5639075290290464
100,0.9,0.1,4.0,2.740361327902322,358,2.7418241026664303
101,0.9,0.1,8.0,3.090230604248309,358,3.0915278407177365
102,0.9,0.5,0.01,18.879265577140906,57,18.879270992869866
103,0.9,0.5,0.1,4.761605127778837,57,4.7616266005315575
104,0.9,0.5,1.0,0.5638312601674516,57,0.5640125707304904
105,0.9,0.5,2.0,1.2050964682721492,57,1.2051813091157724
106,0.9,0.5,4.0,3.669451785223752,57,3.6694796489532107
107,0.9,0.5,8.0,3.393066406503549,57,3.393096539879599
108,0.9,1.0,0.01,30.13288478704184,19,30.1328851977331
109,0.9,1.0,0.1,70.88405290093877,19,70.88405307552405
110,0.9,1.0,1.0,1.3755673601395677,19,1.375576356625229
111,0.9,1.0,2.0,2.662410590390864,19,2.6624152385475917
112,0.9,1.0,4.0,4.462632619399004,19,4.4626353924950015
113,0.9,1.0,8.0,3.571267150036468,19,3.571270615278909
114,0.9,2.0,0.01,102.93047314386538,7,102.93047316049068
115,0.9,2.0,0.1,133.70152332479284,7,133.70152333759188
116,0.9,2.0,1.0,1.8962072792901854,7,1.8962081817493266
117,0.9,2.0,2.0,5.845522427687618,7,5.845522720433045
118,0.9,2.0,4.0,6.36666409948179,7,6.366664368264615
119,0.9,2.0,8.0,3.8952402046235184,7,3.8952406439417153
